"FACILITY_ID","FACILITY_NAME","CERTIFICATION_NUMBER","AREA_OFFICE_ABBREV","FACILITY_ADDRESS_1","FACILITY_ADDRESS_2","FACILITY_CITY","FACILITY_ZIP","COUNTY","PHONE","FACILITY_WEBSITE","OPERATOR","OPERATOR_ADDRESS_1","OPERATOR_ADDRESS_2","OPERATOR_CITY","OPERATOR_STATE","OPERATOR_ZIP","MEDICARE_CERTIFIED","MEDICARE_NUMBER","MEDICAID_CERTIFIED","OWNERSHIP","MULTICAMPUS_FACILITY_ID","NOTES","OCCUPANCY_RATE","OCCUPANCY_REPORT_DATE","OCCUPANCY_EXCEPTION_COMMENT","AVERAGE_OCCUPIED_BEDS","INSP_STANDARD_HEALTH","INSP_LSC","INSP_TOTAL","INSP_HARM","INSP_PERCENT_HARM","COMP_RECEIVED","COMP_RECEIVED_PER_100","COMP_SELF_REPORTED","COMP_ONSITE","COMP_CITATIONS","COMP_CITATIONS_PER_100","ALL_SURVEYS","COMP_DEF_ADMINISTRATION","COMP_DEF_QUALITY_OF_CARE","COMP_DEF_RESIDENT_RIGHTS","COMP_DEF_RESIDENT_ASSESSMENT","COMP_DEF_DIETARY_SERVICES","COMP_DEF_PHYSICAL_ENVIRONMENT","COMP_DEF_OTHER_SERVICES","COMP_DEF_TOTAL","TOTAL_BEDS","EMPLOYEE_FLU_VACCINATION_RATE","VACCINATION_RATE_REPORT_DATE"
"203","Renaissance Rehabilitation and Nursing Care Center","1356304N","6NROC","4975 Albany Post Road","","Staatsburg","12580","Dutchess","8458894500","#https://profiles.health.ny.gov/nursing_home/view/150358#","Renaissance Healthcare Group, LLC","4975 Albany Post Road","","Staatsburg","NY","12580","1","335404","1","Proprietary--LLC","","","0.91","21OCT2020","","110","4","15","19","0","0.00","48","43.6","0.23","14","4","3.6","5","0","0","0","0","0","0","1","4","120","0.00","01JAN1960"
"214","Mercy Hospital Skilled Nursing Facility","1401008N","1BUFF","55 Melroy Avenue","","Lackawanna","14218","Erie","7168282300","#http://www.chsbuffalo.org/Facilities/NursingHomes/MercySNF#","Mercy Hospital of Buffalo Inc","565 Abbott Road","","Buffalo","NY","14220","1","335308","1","Voluntary--Not for Profit Corporation","","","0.98","21OCT2020","","84","1","5","6","0","0.00","12","14.3","0.67","7","0","0.0","5","0","0","0","0","0","0","0","0","84","0.74","31OCT2019"
"232","Elderwood at Amherst","1451307N","1BUFF","4459 Bailey Ave","","Amherst","14226","Erie","7168352543","#http://www.elderwood.com/location/elderwood-at-amherst/#","4459 Bailey Avenue Operating Company, LLC","4459 Bailey Avenue","31st Floor","Amherst","NY","14226","1","335056","1","Proprietary--LLC","","","0.53","21OCT2020","","85","9","6","15","0","0.00","78","92.2","0.68","21","1","1.2","7","0","1","0","0","0","0","0","1","92","0.74","31OCT2019"
"244","Humboldt House Rehabilitation and Nursing Center","1401340N","1BUFF","64 Hager Street","","Buffalo","14208","Erie","7168864377","#http://humboldthouse.org/#","NHRC Acquisition, LLC","68 Hager Street","","Buffalo","NY","14208","1","335164","1","Proprietary--LLC","","","0.75","21OCT2020","","159","50","12","62","3","0.05","324","203.2","0.62","47","22","13.8","13","1","10","6","0","0","0","4","21","173","0.63","31OCT2019"
"252","St Catherine Laboure Health Care Center","1401324N","1BUFF","2157 Main Street","","Buffalo","14214","Erie","7168621450","#http://www.chsbuffalo.org/Facilities/SSFacilities/SCL#","Sisters of Charity Hospital","2157 Main Street","","Buffalo","NY","14214","1","335419","1","Voluntary--Not for Profit Corporation","","","0.83","21OCT2020","","76","14","8","22","0","0.00","38","50.0","0.47","8","0","0.0","3","0","0","0","0","0","0","0","0","80","0.76","31OCT2019"
"254","Ellicott Center for Rehabilitation and Nursing","1401337N","1BUFF","200 Seventh Street","","Buffalo","14201","Erie","7168472500","#https://centershealthcare.com/ellicott_center/#","Waterfront Operations Associates, LLC","1601 Bronxdale Avenue","","Bronx","NY","10462","1","335437","1","Proprietary--LLC","","","0.94","21OCT2020","","149","45","33","78","2","0.03","274","184.0","0.62","59","29","19.5","17","2","14","4","2","0","0","7","29","160","0.67","31OCT2019"
"266","Safire Rehabilitation of Northtowns, LLC","1403304N","1BUFF","2799 Sheridan Drive","","Tonawanda","14150","Erie","7168374466","#http://www2.erie.gov/saferseniorhomes/index.php?q=safire-rehabilitation-northtowns-llc#","Safire Rehabilitation of Northtowns, LLC","2799 Sheridan Drive","","Tonawanda","NY","14150","1","335180","1","Proprietary--LLC","","","0.61","21OCT2020","","93","57","29","86","0","0.00","151","162.1","0.42","41","10","10.7","9","1","4","4","0","0","0","1","10","100","0.59","31OCT2019"
"268","Mcauley Residence","1404000N","1BUFF","1503 Military Road","","Kenmore","14217","Erie","7164476600","#http://www.chsbuffalo.org/Facilities/NursingHomes/McAuley#","Kenmore Mercy Hospital","2950 Elmwood Avenue","","Kenmore","NY","14217","1","335433","1","Voluntary--Not for Profit Corporation","","","0.78","21OCT2020","","147","5","9","14","0","0.00","53","36.0","0.64","10","0","0.0","3","0","0","0","0","0","0","0","0","160","0.93","31OCT2019"
"269","Schofield Residence","1404300N","1BUFF","3333 Elmwood Avenue","","Kenmore","14217","Erie","7168741566","#http://www.schofieldcare.org/#","Wheel Chair Home Inc","3333 Elmwood Avenue","","Kenmore","NY","14217","1","335603","1","Voluntary--Not for Profit Corporation","","","0.87","21OCT2020","","115","4","17","21","0","0.00","61","53.1","0.41","16","0","0.0","4","0","0","0","0","0","0","0","0","120","0.87","31OCT2019"
"272","Elderwood at Lancaster","1406303N","1BUFF","1818 Como Park Blvd","","Lancaster","14086","Erie","7166836165","#http://www.elderwood.com/location/elderwood-at-lancaster/#","1818 Como Park Boulevard Operating Company, LLC","1818 Como Park Boulevard","31st Floor","Lancaster","NY","14086","1","335577","1","Proprietary--LLC","","","0.88","21OCT2020","","89","3","3","6","0","0.00","17","19.1","0.65","7","0","0.0","4","0","0","0","0","0","0","0","0","96","0.91","31OCT2019"
"274","Comprehensive Rehabilitation and Nursing Center at Williamsville","1421308N","1BUFF","147 Reist Street","","Williamsville","14221","Erie","7166335400","#http://www2.erie.gov/saferseniorhomes/index.php?q=comprehensive-rehabilitation-and-nursing-center-williamsville#","Comprehensive at Williamsville LLC","147 and 149 Reist Street","","Williamsville","NY","14221","1","335172","1","Proprietary--LLC","","","0.57","21OCT2020","","129","52","65","117","0","0.00","214","166.5","0.37","46","23","17.9","14","0","11","3","1","0","3","5","23","142","0.00","01JAN1960"
"277","Brooklyn-Queens Nursing Home","7001382N","5NYC","2749 Linden Blvd","","Brooklyn","11208","Kings","7182775100","#https://profiles.health.ny.gov/nursing_home/view/150370#","Brooklyn-Queens Nursing Home Inc","2749 Linden Boulevard","","Brooklyn","NY","11208","1","335637","1","Proprietary--Business Corporation","","","0.99","14OCT2020","","130","11","15","26","0","0.00","35","27.0","0.49","8","0","0.0","3","0","0","0","0","0","0","0","0","140","0.74","31OCT2019"
"278","Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC","1422303N","1BUFF","292 Main Street","","East Aurora","14052","Erie","7166521560","#http://www.absolutcare.com/locations/?id=55#","Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC","292 Main Street","","East Aurora","NY","14052","1","335281","1","Proprietary--LLC","","","0.75","21OCT2020","","295","26","43","69","0","0.00","216","73.2","0.57","56","7","2.4","8","1","1","2","1","0","0","2","7","320","0.78","31OCT2019"
"281","Jennie B Richmond Chaffee Nursing Home Company Inc","1427000N","1BUFF","222 East Main Street","","Springville","14141","Erie","7165922871","#http://www.bertrandchaffee.com/longtermcare#","Jennie B Richmond Chaffee Nursing Home Co Inc","222 East Main Street","","Springville","NY","14141","1","335435","1","Voluntary--Not for Profit Corporation","","","0.74","21OCT2020","","73","21","13","34","1","0.03","46","63.4","0.87","12","4","5.5","5","1","3","0","0","0","0","0","4","80","0.91","31OCT2019"
"282","Fiddlers Green Manor Rehabilitation and Nursing Center","1427303N","1BUFF","168 West Main Street","","Springville","14141","Erie","7165924781","#http://www.fiddlersgreenmanor.com/#","JSSG Healthcare, LLC","255 Warner Avenue","","Roslyn Heights","NY","11577","1","335457","1","Proprietary--LLC","","","0.87","14OCT2020","","77","8","16","24","0","0.00","79","103.2","0.67","18","1","1.3","4","0","0","1","0","0","0","0","1","82","0.90","31OCT2019"
"288","Beechwood Homes","1451306N","1BUFF","2235 Millersport Highway","","Getzville","14068","Erie","7166888822","#http://www.beechwoodcare.org/#","Beechwood Health Care Center, Inc.","2235 Millersport Highway","","Getzville","NY","14068","1","335468","1","Voluntary--Not for Profit Corporation","","","0.76","21OCT2020","","264","11","11","22","0","0.00","59","22.4","0.22","22","4","1.5","6","1","2","0","0","0","0","1","4","272","0.85","31OCT2019"
"294","Garden Gate Health Care Facility","1455300N","1BUFF","2365 Union Road","","Cheektowaga","14227","Erie","7166688100","#https://www.mcguiregroup.com/locations/garden-gate/#","Garden Gate Health Care Facility LLC","1827 Seneca Street","","Buffalo","NY","14210","1","335634","1","Proprietary--Individual","","","0.85","21OCT2020","","180","3","8","11","0","0.00","75","41.6","0.55","21","1","0.6","7","0","0","0","0","1","0","0","1","184","0.91","31OCT2019"
"296","Brothers of Mercy Nursing & Rehabilitation Center","1456300N","1BUFF","10570 Bergtold Road","","Clarence","14031","Erie","7167596985","#http://brothersofmercy.org/#","Brothers of Mercy Nursing Home Company Inc","4520 Ransom Road","","Clarence","NY","14031","1","335112","1","Voluntary--Not for Profit Corporation","","","0.93","21OCT2020","","221","5","7","12","0","0.00","52","23.6","0.87","16","2","0.9","5","0","0","1","0","0","0","1","2","240","0.89","31OCT2019"
"299","Elderwood at Grand Island","1464302N","1BUFF","2850 Grand Island Blvd","","Grand Island","14072","Erie","7167735900","#http://www.elderwood.com/riverwood/index.php#","2850 Grand Island Boulevard Operating Company, LLC","2850 Grand Island Boulevard","31st Floor","Grand Island","NY","14072","1","335391","1","Proprietary--LLC","","","0.89","21OCT2020","","82","14","15","29","0","0.00","50","60.6","0.72","12","3","3.6","4","1","1","0","0","0","0","1","3","90","0.93","31OCT2019"
"300","Seneca Health Care Center","1474301N","1BUFF","2987 Seneca Street","","West Seneca","14224","Erie","7168280500","#https://www.mcguiregroup.com/locations/seneca/#","Seneca Health Care Center LLC","360 Delaware Avenue, Suite 400","","Buffalo","NY","14202","1","335504","1","Proprietary--LLC","","","0.88","21OCT2020","","154","10","1","11","0","0.00","77","50.0","0.71","20","4","2.6","6","1","0","2","0","0","0","1","4","160","0.94","31OCT2019"
"305","Essex Center for Rehabilitation and Healthcare","1552300N","4TROY","81 Park Street","81 Park Street","Elizabethtown","12932","Essex","5188733570","#http://www.co.essex.ny.us/HNH.asp#","Essex Operations Associates LLC","81 Park Street","","Essex","NY","12932","1","335478","1","Proprietary--LLC","","","0.75","21OCT2020","","95","40","27","67","2","0.03","230","242.5","0.77","35","18","19.0","11","3","2","3","4","0","0","5","17","100","0.87","31OCT2019"
"310","Elderwood at Ticonderoga","1527301N","4TROY","101 Adirondack Drive","","Ticonderoga","12883","Essex","5185856771","#http://www.elderwood.com/location/elderwood-at-ticonderoga/#","1019 Wicker Street Operating Company, LLC","101 Adirondack Drive","Suite 3","Ticonderoga","NY","12883","1","335482","1","Proprietary--LLC","","","0.92","14OCT2020","","78","17","11","28","1","0.04","54","69.3","0.83","10","2","2.6","5","0","2","0","0","0","0","0","2","84","0.94","31OCT2019"
"315","Elderwood of Uihlein at Lake Placid","1560302N","4TROY","185 Old Military Road","","Lake Placid","12946","Essex","5185232464","#http://www.elderwood.com/location/elderwood-of-uihlein-at-lake-placid/#","185 Old Military Road Operating Company, LLC","185 Old Military Road","","Lake Placid","NY","12946","1","335267","1","Proprietary--LLC","","","0.62","21OCT2020","","91","26","8","34","0","0.00","78","85.4","0.76","20","13","14.2","7","0","5","2","3","0","0","3","13","156","0.98","31OCT2019"
"320","Mercy Living Center","1620300N","4TROY","114 Wawbeek Ave","","Tupper Lake","12986","Franklin","5183593355","#https://www.adirondackhealth.org/mercy-living-center#","Adirondack Medical Center","Lake Colby Drive","","Saranac Lake","NY","12983","1","335220","1","Voluntary--Not for Profit Corporation","","","0.93","21OCT2020","","53","19","17","36","0","0.00","26","49.4","0.62","8","2","3.8","3","0","0","0","1","0","0","1","2","60","0.00","01JAN1960"
"326","Alice Hyde Medical Center","1624000N","4TROY","45 Sixth Street","","Malone","12953","Franklin","5184818000","#https://www.alicehyde.com/#","Alice Hyde Medical Center","115 Park St","","Malone","NY","12953","1","335127","1","Voluntary--Not for Profit Corporation","","","0.94","21OCT2020","","97","21","14","35","0","0.00","140","144.2","0.84","26","4","4.1","7","0","2","1","1","0","0","0","4","135","0.98","31OCT2019"
"331","Nathan Littauer Hospital Nursing Home","1701000N","4TROY","99 East State Street","","Gloversville","12078","Fulton","5187735611","#http://www.nlh.org/nursing-home#","Nathan Littauer Hospital Inc","99 East State Street","","Gloversville","NY","12078","1","335351","1","Voluntary--Not for Profit Corporation","","","0.77","21OCT2020","","82","22","17","39","0","0.00","45","54.6","0.73","10","2","2.4","5","1","0","1","0","0","0","0","2","84","0.96","31OCT2019"
"335","Wells Nursing Home Inc","1702300N","4TROY","201 W Madison Avenue","","Johnstown","12095","Fulton","5187624546","#http://wellsnursinghome.org/#","Wells Nursing Home Inc","210 West Madison Ave","","Johnstown","NY","12095","1","335314","1","Voluntary--Not for Profit Corporation","","","0.80","21OCT2020","","96","16","19","35","0","0.00","40","41.9","0.75","13","4","4.2","3","0","2","1","1","0","0","0","4","100","0.98","31OCT2019"
"337","Fulton Center for Rehabilitation and Healthcare","1754301N","4TROY","847 Cohwy 122","","Gloversville","12078","Fulton","5187733400","#https://centershealthcare.com/fulton_center/#","Fulton Operations Associates, LLC","1601 Bronxdale Avenue","","Bronx","NY","10462","1","335091","1","Proprietary--LLC","","","0.93","21OCT2020","","164","27","20","47","0","0.00","224","136.9","0.60","39","11","6.7","12","2","0","2","1","0","1","0","9","176","0.89","31OCT2019"
"343","The Grand Rehabilitation and Nursing at Batavia","1801309N","1BUFF","257 State St","","Batavia","14020","Genesee","5853431300","#http://facilities.thegrandhealthcare.com/batavia#","Grand Batavia, LLC","257 State Street","","Batavia","NY","14020","1","335202","1","Proprietary--LLC","","","0.97","21OCT2020","","57","14","22","36","0","0.00","77","133.9","0.78","17","3","5.2","6","0","1","1","1","0","0","0","3","62","0.93","31OCT2019"
"344","Premier Genesee Center for Nursing and Rehabilitation","1801308N","1BUFF","278 Bank Street","","Batavia","14020","Genesee","5853440584","#http://www.co.genesee.ny.us/departments/nursinghome/#","Genesee Center Operating, LLC","278 Bank Street","","Batavia","NY","14020","1","335423","1","Proprietary--LLC","","","0.94","21OCT2020","","151","31","8","39","1","0.03","240","158.7","0.63","46","22","14.5","10","3","6","6","0","1","1","4","21","160","0.93","31OCT2019"
"349","The Pines at Catskill Center for Nursing & Rehabilitation","1921303N","4TROY","154 Jefferson Heights","","Catskill","12414","Greene","5189435151","#http://www.pinescatskill.com/#","Catskill Crossings, LLC","154 Jefferson Heights","","Catskill","NY","12414","1","335256","1","Proprietary--LLC","","","0.93","21OCT2020","","131","4","10","14","0","0.00","33","25.2","0.52","5","0","0.0","3","0","0","0","0","0","0","0","0","136","0.99","31OCT2019"
"350","Greene Meadows Nursing and Rehabilitation Center","1953300N","4TROY","161 Jefferson Heights","","Catskill","12414","Greene","5189439380","#http://www.columbiamemorial.com/kaaterskill/#","Kaaterskil Operating, LLC","161 Jefferson Heights","","Catskill","NY","12414","1","335574","1","Proprietary--LLC","","","0.81","21OCT2020","","108","19","10","29","0","0.00","66","60.9","0.41","12","1","0.9","3","0","0","0","0","0","0","1","1","120","0.96","31OCT2019"
"357","The Grand Rehabilitation and Nursing at Mohawk","2101302N","3SYR","99 Sixth Avenue","","Ilion","13357","Herkimer","3158954050","#http://mohawkvalleyhcc.com/#","Grand Mohawk Valley, LLC","17-20 Whitestone Expressway, Suite 500","","Whitestone","NY","11357","1","335386","1","Proprietary--LLC","","","0.87","21OCT2020","","107","40","17","57","3","0.05","131","122.0","0.69","26","18","16.8","12","4","6","6","1","0","0","0","17","120","0.92","31OCT2019"
"360","FoltsBrook Center for Nursing and Rehabilitation","2124300N","3SYR","104 North Washington Street","","Herkimer","13350","Herkimer","3158666964","#http://foltsbrook.com/#","FoltsCare LLC","104 North Washington Street","","Herkimer","NY","13350","1","335510","1","Proprietary--LLC","","","0.87","21OCT2020","","149","40","20","60","2","0.03","127","85.5","0.67","27","9","6.1","8","1","4","3","0","0","0","1","9","163","0.99","31OCT2019"
"364","Alpine Rehabilitation and Nursing Center","2129303N","3SYR","755 East Monroe Street","","Little Falls","13365","Herkimer","3158231001","#http://www.alpinerehab.net/#","Palffy Group LLC Nursing Home, Inc","755 East Monroe Street","","Little Falls","NY","13365","1","335586","1","Proprietary--LLC","","","0.90","21OCT2020","","75","13","10","23","1","0.04","32","42.5","0.41","9","2","2.7","6","0","0","2","0","0","0","0","2","80","0.97","31OCT2019"
"368","Samaritan Keep Nursing Home Inc","2201000N","3SYR","133 Pratt St","","Watertown","13601","Jefferson","3157854400","#https://samaritanhealth.com/location/long-term-care/#","Samaritan Keep Nursing Home Inc","133 Pratt Street","","Watertown","NY","13601","1","335431","1","Voluntary--Not for Profit Corporation","","","0.94","21OCT2020","","265","18","10","28","1","0.04","159","60.0","0.89","22","8","3.0","7","0","3","2","2","0","0","1","8","272","0.90","31OCT2019"
"381","Carthage Center for Rehabilitaiton and Nursing","2238304N","3SYR","1045 West Street","","Carthage","13619","Jefferson","3154933220","#https://centershealthcare.com/carthage_center/#","CLR Carthage LLC","4770 White Plains Road","","Bronx","NY","10470","1","335579","1","Proprietary--LLC","","","0.92","14OCT2020","","87","20","13","33","0","0.00","179","206.7","0.79","15","11","12.7","7","1","6","1","1","0","1","0","10","90","0.98","31OCT2019"
"384","Lewis County General Hospital-Nursing Home Unit","2424000N","3SYR","7785 North State Street","","Lowville","13367","Lewis","3153765200","#http://www.lcgh.net/#","County of Lewis","Court House","","Lowville","NY","13367","1","335428","1","Public--County","","","0.86","21OCT2020","","151","17","14","31","1","0.03","453","299.9","0.95","22","6","4.0","8","0","4","0","0","0","0","2","6","160","0.00","01JAN1960"
"387","Avon Nursing Home, LLC","2520301N","2ROCH","215 Clinton Street","","Avon","14414","Livingston","5852262225","#http://www.hurlbutcare.com/our-communities/avon-nursing-facility#","Avon Nursing Home, LLC","215 Clinton Street","","Avon","NY","14414","1","335216","1","Proprietary--LLC","","","0.78","21OCT2020","","37","19","3","22","0","0.00","12","32.3","0.42","5","0","0.0","3","0","0","0","0","0","0","0","0","40","0.92","31OCT2019"
