"REG_SET_ID","TAG_NUMBER","CFR","TAG_TYPE","TAG_TITLE","TAG_TEXT"
"FF09","0312","483.25(a)(3)","R","ADL CARE PROVIDED FOR DEPENDENT RESIDENTS","A resident who is unable to carry out activities of daily living receives the necessary services to maintain good nutrition, grooming, and personal and oral hygiene.


"
"FF09","0313","483.25(b)","R","TREATMENT/DEVICES TO MAINTAIN HEARING/VISION","To ensure that residents receive proper treatment and assistive devices to maintain vision and hearing abilities, the facility must, if necessary, assist the resident in making appointments, and by arranging for transportation to and from the office of a practitioner specializing in the treatment of vision or hearing impairment or the office of a professional specializing in the provision of vision or hearing assistive devices.

"
"FF09","0314","483.25(c)","R","TREATMENT/SVCS TO PREVENT/HEAL PRESSURE SORES","Based on the comprehensive assessment of a resident, the facility must ensure that a resident who enters the facility without pressure sores does not develop pressure sores unless the individual's clinical condition demonstrates that they were unavoidable; and a resident having pressure sores receives necessary treatment and services to promote healing, prevent infection and prevent new sores from developing.

"
"FF09","0315","483.25(d)","R","NO CATHETER, PREVENT UTI, RESTORE BLADDER","Based on the resident's comprehensive assessment, the facility must ensure that a resident who enters the facility without an indwelling catheter is not catheterized unless the resident's clinical condition demonstrates that catheterization was necessary; and a resident who is incontinent of bladder receives appropriate treatment and services to prevent urinary tract infections and to restore as much normal bladder function as possible.

"
"FF09","0318","483.25(e)(2)","R","INCREASE/PREVENT DECREASE IN RANGE OF MOTION","Based on the comprehensive assessment of a resident, the facility must ensure that a resident with a limited range of motion receives appropriate treatment and services to increase range of motion and/or to prevent further decrease in range of motion.


"
"FF09","0319","483.25(f)(1)","R","TX/SVC FOR MENTAL/PSYCHOSOCIAL DIFFICULTIES","Based on the comprehensive assessment of a resident, the facility must ensure that a resident who displays mental or psychosocial adjustment difficulty receives appropriate treatment and services to correct the assessed problem.

"
"FF09","0322","483.25(g)(2)","R","NG TREATMENT/SERVICES - RESTORE EATING SKILLS","Based on the comprehensive assessment of a resident, the facility must ensure that --

(1) A resident who has been able to eat enough alone or with assistance is not fed by naso gastric tube unless the resident ' s clinical condition demonstrates that use of a naso gastric tube was unavoidable; and

(2) A resident who is fed by a naso-gastric or gastrostomy tube receives the appropriate treatment and services to prevent aspiration pneumonia, diarrhea, vomiting, dehydration, metabolic abnormalities, and nasal-pharyngeal ulcers and to restore, if possible, normal eating skills.





"
"FF09","0323","483.25(h)","R","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","The facility must ensure that the resident environment remains as free of accident hazards as is possible; and each resident receives adequate supervision and assistance devices to prevent accidents.



"
"FF09","0325","483.25(i)","R","MAINTAIN NUTRITION STATUS UNLESS UNAVOIDABLE","Based on a resident's comprehensive assessment, the facility must ensure that a resident  - 
(1) Maintains acceptable parameters of nutritional status, such as body weight and protein levels, unless the resident's clinical condition demonstrates that this is not possible; and
(2) Receives a therapeutic diet when there is a nutritional problem.



"
"FF09","0327","483.25(j)","R","SUFFICIENT FLUID TO MAINTAIN HYDRATION","The facility must provide each resident with sufficient fluid intake to maintain proper hydration and health.

"
"FF09","0328","483.25(k)","R","TREATMENT/CARE FOR SPECIAL NEEDS","The facility must ensure that residents receive proper treatment and care for the following special services:
Injections;
Parenteral and enteral fluids;
Colostomy, ureterostomy, or ileostomy care;
Tracheostomy care;
Tracheal suctioning;
Respiratory care;
Foot care; and
Prostheses.

"
