"FACILITY_ID","SURVEY_DATE","DEFICIENCY CATEGORY","STIP_NUMBER","STIP_DATE","FINE_ASSESSED","FACILITY_NAME","County","STIP_PDF_NAME"
"6050","08/31/2001","Quality of Care","NH_04_012","03/25/2004","$2,000.00","Townhouse Center For Rehabilitation & Nursing","Nassau","pfi6050nh_04_012.pdf"
"5710","07/25/2001","Quality of Care","NH_04_013","03/25/2004","$2,000.00","Nassau Rehabilitation & Nursing Center","Nassau","pfi5710nh_04_013.pdf"
"3765","08/23/2001","Quality of Care","NH_04_015","03/25/2004","$2,000.00","Salem Hills Rehabilitation And Nursing Center","Westchester","pfi3765nh_04_015.pdf"
"1583","01/02/2003","Quality of Care","NH_04_017","03/25/2004","$2,000.00","North Gate Health Care Facility","Niagara","pfi1583nh_04_017.pdf"
"6171","03/12/2003","Quality of Care","NH_04_019","03/25/2004","$1,000.00","Putnam Ridge","Putnam","pfi6171nh_04_019.pdf"
"1088",".","Quality of Care","NH_04_011","03/26/2004","$4,000.00","Bethel Nursing Home Company Inc","Westchester","pfi1088nh_04_011.pdf"
"7643","02/12/2001","Resident Rights","NH_04_014","03/29/2004","$2,000.00","Lutheran Center At Poughkeepsie Inc","Dutchess","pfi7643nh_04_014.pdf"
"1605","09/28/2001","Quality of Care","NH_04_021","03/30/2004","$2,000.00","Amsterdam Nursing Home Corp (1992)","New York","pfi1605nh_04_021.pdf"
"1068","03/01/2001","Quality of Care","NH_04_008","04/05/2004","$2,000.00","The Wartburg Home","Westchester","pfi1068nh_04_008.pdf"
"194","11/16/2001","Quality of Care","NH_04_018","04/06/2004","$2,000.00","Ferncliff Nursing Home Co Inc","Dutchess","pfi194nh_04_018.pdf"
"1600","05/21/2002","Quality of Care","NH_04_022","04/09/2004","$1,000.00","Coler Rehabilitation And Nursing Care Center","New York","pfi1600nh_04_022.pdf"
"1601","05/21/2002","Quality of Care","NH_04_022","04/09/2004","$1,000.00","Henry J Carter Skilled Nursing Facility","New York","pfi1601nh_04_022.pdf"
"2544","07/16/2003","Quality of Care","NH_04_023","04/09/2004","$2,000.00","Campbell Hall Rehabilitation Center Inc","Orange","pfi2544nh_04_023.pdf"
"1041","08/15/2001","Quality of Care","NH_04_024","04/09/2004","$4,000.00","Cortlandt Healthcare","Westchester","pfi1041nh_04_024.pdf"
"289","06/08/2001","Quality of Care","NH_04_025","04/09/2004","$2,000.00","Elderwood Health Care At Heathwood","Erie","pfi289nh_04_025.pdf"
"3295","11/27/2001","Quality of Care","NH_04_026","04/09/2004","$2,000.00","Elderwood At Hamburg","Erie","pfi3295nh_04_026.pdf"
"191","11/08/2001","Quality of Care","NH_04_009","04/27/2004","$2,000.00","Sapphire Nursing At Wappingers","Dutchess","pfi191nh_04_009.pdf"
"243","12/14/2001","Quality of Care","NH_04_020","04/27/2004","$2,000.00","Nazareth Nursing Home","Erie","pfi243nh_04_020.pdf"
"1370","09/28/2001","Multiple Deficiencies","NH_04_028","05/03/2004","$4,000.00","The Riverside","New York","pfi1370nh_04_028.pdf"
"1115","11/20/2001","Resident Rights","NH_04_029","05/03/2004","$2,000.00","Tarrytown Hall Care Center","Westchester","pfi1115nh_04_029.pdf"
"1032",".","Quality of Care","NH_04_027","05/06/2004","$2,000.00","Gowanda Rehabilitation And Nursing Center","Cattaraugus","pfi1032nh_04_027.pdf"
"7268",".","Multiple Deficiencies","NH_04_030","05/06/2004","$14,000.00","Evergreen Commons Rehabilitation And Nursing Ctr","Rensselaer","pfi7268nh_04_030.pdf"
"4407","04/02/2001","Multiple Deficiencies","NH_04_031","05/20/2004","$3,000.00","Silvercrest","Queens","pfi4407nh_04_031.pdf"
"335","01/21/2003","Quality of Care","NH_04_032","05/20/2004","$2,000.00","Wells Nursing Home Inc","Fulton","pfi335nh_04_032.pdf"
"1365","12/10/2001","Quality of Care","NH_04_033","05/20/2004","$1,000.00","Wartburg Nursing Home Inc","Kings","pfi1365nh_04_033.pdf"
"1579","02/12/2001","Quality of Care","NH_04_034","05/20/2004","$1,000.00","Cabrini Center For Nursing And Rehab S N F","New York","pfi1579nh_04_034.pdf"
"3422","05/15/2003","Multiple Deficiencies","NH_04_035","05/25/2004","$8,000.00","St Catherine Of Siena Nrsg And Rehab Care Center","Suffolk","pfi3422nh_04_035.pdf"
"3089","11/12/2002","Quality of Care","NH_04_036","06/01/2004","$1,000.00","Terence Cardinal Cooke Health Care Center","New York","pfi3089nh_04_036.pdf"
"3","08/01/2002","Quality of Care","NH_04_037","06/01/2004","$4,000.00","Childs Nursing Home Company Inc","Albany","pfi3nh_04_037.pdf"
"772",".","Resident Rights","NH_04_038","06/01/2004","$3,000.00","Diamond Hill Nursing And Rehabilitation Center","Rensselaer","pfi772nh_04_038.pdf"
"33","08/27/2002","Quality of Care","NH_04_039","06/07/2004","$2,000.00","The Grand Rehabilitation And Nrsg At Guilderland","Albany","pfi33nh_04_039.pdf"
"23",".","Quality of Care","NH_04_040","06/14/2004","$8,000.00","Teresian House Nursing Home Co Inc","Albany","pfi23nh_04_040.pdf"
"288","07/03/2003","Quality of Care","NH_04_041","06/15/2004","$1,000.00","Beechwood Homes","Erie","pfi288nh_04_041.pdf"
"4066","01/18/2002","Quality of Care","NH_04_044","06/28/2004","$1,000.00","North Shore - L I J Orzac Ctr For Rehabilitation","Nassau","pfi4066nh_04_044.pdf"
"1704","09/20/2001","Quality of Care","NH_04_045","06/28/2004","$2,000.00","Midway Nursing Home","Queens","pfi1704nh_04_045.pdf"
"767","10/22/2002","Quality of Care","NH_04_046","06/28/2004","$6,000.00","Riverside Center For Rehabilitation And Nursing","Rensselaer","pfi767nh_04_046.pdf"
"509",".","Quality of Care","NH_04_047","06/28/2004","$4,000.00","Mayfair Care Center","Nassau","pfi509nh_04_047.pdf"
"497","11/29/2001","Quality of Care","NH_04_042","07/01/2004","$3,000.00","Grandell Rehabilitation And Nursing Center","Nassau","pfi497nh_04_042.pdf"
"840","06/11/2001","Quality of Care","NH_04_048","07/01/2004","$4,000.00","Catskill Regional Medical Center","Sullivan","pfi840nh_04_048.pdf"
"449","06/27/2003","Quality of Care","NH_04_052","07/09/2004","$2,000.00","Wesley Gardens Corporation","Monroe","pfi449nh_04_052.pdf"
"2575",".","Quality of Care","NH_04_050","07/13/2004","$3,000.00","Dumont Center For Rehabilitation And Nursing Care","Westchester","pfi2575nh_04_050.pdf"
"403","10/11/2002","Multiple Deficiencies","NH_04_053","08/02/2004","$4,000.00","The Grand Rehabilitation And Nrsg At Chittenango","Madison","pfi403nh_04_053.pdf"
"22",".","Multiple Deficiencies","NH_04_054","08/02/2004","$3,000.00","Daughters Of Sarah Nursing Center","Albany","pfi22nh_04_054.pdf"
"1731","06/11/2003","Resident Rights","NH_04_055","08/02/2004","$3,000.00","Horizon Care Center","Queens","pfi1731nh_04_055.pdf"
"871","05/29/2003","Resident Rights","NH_04_056","08/02/2004","$2,000.00","Hornell Gardens, L L C","Steuben","pfi871nh_04_056.pdf"
"3392","02/21/2003","Resident Rights","NH_04_057","08/02/2004","$1,000.00","Unity Living Center","Monroe","pfi3392nh_04_057.pdf"
"370","11/25/2002","Quality of Care","NH_04_058","08/02/2004","$1,000.00","Mercy Of Northern New York","Jefferson","pfi370nh_04_058.pdf"
"251",".","Multiple Deficiencies","NH_04_059","08/06/2004","$7,000.00","Emerald South Nursing And Rehabilitation Center","Erie","pfi251nh_04_059.pdf"
"907","04/06/2001","Quality of Care","NH_04_060","08/20/2004","$2,000.00","John J Foley Skilled Nursing Facility","Suffolk","pfi907nh_04_060.pdf"
"935",".","Quality of Care","NH_04_061","08/23/2004","$2,000.00","Our Lady Of Consolation Nursing And Rehab Care Ctr","Suffolk","pfi935nh_04_061.pdf"
"1252","04/07/2003","Quality of Care","NH_04_062","09/07/2004","$2,000.00","Morningside Nursing And Rehabilitation Center","Bronx","pfi1252nh_04_062.pdf"
"721","03/05/2003","Quality of Care","NH_04_063","09/15/2004","$1,000.00","Orchard Rehabilitation & Nursing Center","Orleans","pfi721nh_04_063.pdf"
"1144","12/19/2002","Quality of Care","NH_04_064","09/23/2004","$2,000.00","Waterview Hills Rehabilitation And Nursing Center","Westchester","pfi1144nh_04_064.pdf"
"4522","02/27/2003","Quality of Care","NH_04_067","09/23/2004","$3,000.00","Norwich Rehabilitation & Nursing Center","Chenango","pfi4522nh_04_067.pdf"
"910","07/28/2003","Quality of Care","NH_04_068","09/23/2004","$2,000.00","Oasis Rehabilitation And Nursing, Llc","Suffolk","pfi910nh_04_068.pdf"
"691","08/28/2003","Quality of Care","NH_04_066","09/28/2004","$2,000.00","Highland Rehabilitation And Nursing Center","Orange","pfi691nh_04_066.pdf"
"586","12/05/2002","Quality of Care","NH_04_069","09/28/2004","$2,000.00","Newfane Rehab & Health Care Center","Niagara","pfi586nh_04_069.pdf"
"615","02/13/2003","Quality of Care","NH_04_070","10/06/2004","$2,000.00","Martin Luther Home","Oneida","pfi615nh_04_070.pdf"
"161",".","Quality of Care","NH_04_071","10/06/2004","$3,000.00","Crown Park Rehabilitation And Nursing Center","Cortland","pfi161nh_04_071.pdf"
"156","11/21/2003","Quality of Care","NH_04_072","10/06/2004","$2,000.00","Livingston Hills Nursing And Rehabilitation Center","Columbia","pfi156nh_04_072.pdf"
"1373","09/10/2002","Quality of Care","NH_04_076","10/06/2004","$1,000.00","Seagate Rehabilitation And Nursing Center","Kings","pfi1373nh_04_076.pdf"
"963","02/18/2004","Quality of Care","NH_04_073","10/14/2004","$1,000.00","Sullivan County Adult Care Center","Sullivan","pfi963nh_04_073.pdf"
"1233","08/25/2004","Quality of Care","NH_04_074","10/14/2004","$4,000.00","Fieldston Lodge Care Center","Bronx","pfi1233nh_04_074.pdf"
"1226","10/27/2003","Physical Environment","NH_04_075","10/14/2004","$2,000.00","Gold Crest Care Center","Bronx","pfi1226nh_04_075.pdf"
"92","06/06/2003","Multiple Deficiencies","NH_04_077","10/14/2004","$4,000.00","The Commons On St Anthony, A S N F & Short T R C","Cayuga","pfi92nh_04_077.pdf"
"6009","10/30/2003","Quality of Care","NH_04_078","10/19/2004","$2,000.00","Meadowbrook Care Center","Nassau","pfi6009nh_04_078.pdf"
"246",".","Multiple Deficiencies","NH_04_079","10/19/2004","$4,000.00","Grace Manor Health Care Facility","Erie","pfi246nh_04_079.pdf"
"1029","02/11/2004","Quality of Care","NH_04_080","10/19/2004","$1,000.00","Wayne Health Care","Wayne","pfi1029nh_04_080.pdf"
"5716","09/12/2003","Quality of Care","NH_04_082","10/26/2004","$2,000.00","Highlands Living Center","Monroe","pfi5716nh_04_082.pdf"
"4407","04/02/2001","Quality of Care","NH_04_083","10/26/2004","$2,000.00","Silvercrest","Queens","pfi4407nh_04_083.pdf"
"606","03/30/2004","Quality of Care","NH_04_084","10/28/2004","$2,000.00","Masonic Care Community Of New York","Oneida","pfi606nh_04_084.pdf"
"595",".","Quality of Care","NH_04_090","10/28/2004","$4,000.00","Betsy Ross Rehabilitation Center, Inc","Oneida","pfi595nh_04_090.pdf"
"2550","12/10/2003","Quality of Care","NH_04_093","10/28/2004","$2,000.00","Groton Community Health Care Ctr Res Care Fac","Tompkins","pfi2550nh_04_093.pdf"
"1599","04/30/2003","Quality of Care","NH_04_081","11/03/2004","$2,000.00","Village Care Rehabilitation And Nursing Center","New York","pfi1599nh_04_081.pdf"
"973","05/22/2003","Quality of Care","NH_04_085","11/03/2004","$3,000.00","Elderwood At Waverly","Tioga","pfi973nh_04_085.pdf"
"479","03/19/2004","Quality of Care","NH_04_086","11/03/2004","$2,000.00","Hill Haven Nursing Home","Monroe","pfi479nh_04_086.pdf"
"935","02/10/2004","Quality of Care","NH_04_088","11/03/2004","$1,000.00","Our Lady Of Consolation Nursing And Rehab Care Ctr","Suffolk","pfi935nh_04_088.pdf"
"380","07/30/2003","Quality of Care","NH_04_089","11/03/2004","$2,000.00","Carthage Area Hospital S N F","Jefferson","pfi380nh_04_089.pdf"
"604","02/13/2004","Quality of Care","NH_04_087","11/04/2004","$2,000.00","Katherine Luther Residential Hlth Care & Rehab","Oneida","pfi604nh_04_087.pdf"
"716","11/18/2003","Quality of Care","NH_04_091","11/12/2004","$1,000.00","The Villages Of Orleans Health And Rehab Center","Orleans","pfi716nh_04_091.pdf"
"716","06/26/2003","Quality of Care","NH_04_092","11/12/2004","$2,000.00","The Villages Of Orleans Health And Rehab Center","Orleans","pfi716nh_04_092.pdf"
"976",".","Multiple Deficiencies","NH_04_094","11/12/2004","$6,000.00","River View Rehabilitation And Nursing Care Center","Tioga","pfi976nh_04_094.pdf"
"843",".","Multiple Deficiencies","NH_04_095","11/26/2004","$300.00","Baptist Health Nursing And Rehabilitation Center","Schenectady","pfi843nh_04_095.pdf"
"177","06/20/2002","Quality of Care","NH_04_096","11/26/2004","$2,000.00","Countryside Care Center","Delaware","pfi177nh_04_096.pdf"
"6312","10/01/2003","Quality of Care","NH_04_097","11/26/2004","$3,000.00","Fulton Commons Care Center Inc","Nassau","pfi6312nh_04_097.pdf"
"1031","02/11/2004","Quality of Care","NH_04_098","11/26/2004","$2,000.00","Newark Manor Nursing Home Inc","Wayne","pfi1031nh_04_098.pdf"
"91","04/08/2004","Quality of Care","NH_04_099","11/26/2004","$2,000.00","Auburn Rehabilitation & Nursing Center","Cayuga","pfi91nh_04_099.pdf"
"4148","09/04/2002","Quality of Care","NH_04_100","11/26/2004","$2,000.00","Ellis Residential & Rehabilitation Center","Schenectady","pfi4148nh_04_100.pdf"
"3826","06/28/2004","Quality of Care","NH_04_101","12/08/2004","$2,000.00","Peconic Bay Skilled Nursing Facility","Suffolk","pfi3826nh_04_101.pdf"
"6037","07/30/2002","Quality of Care","NH_04_102","12/08/2004","$2,000.00","Union Plaza Care Center","Queens","pfi6037nh_04_102.pdf"
"470","03/03/2004","Quality of Care","NH_05_001","01/03/2005","$2,000.00","Creekview Nursing And Rehab Center","Monroe","pfi470nh_05_001.pdf"
"50","07/09/2004","Multiple Deficiencies","NH_05_002","01/03/2005","$10,000.00","Bridgewater Center For Rehab & Nursing L L C","Broome","pfi50nh_05_002.pdf"
"859","02/27/2004","Multiple Deficiencies","NH_05_003","01/03/2005","$3,000.00","Schuyler Hospital Inc & Long Term Care Unit","Schuyler","pfi859nh_05_003.pdf"
"92","05/26/2004","Quality of Care","NH_05_004","01/10/2005","$6,000.00","The Commons On St Anthony, A S N F & Short T R C","Cayuga","pfi92nh_05_004.pdf"
"534",".","Multiple Deficiencies","NH_05_005","01/28/2005","$12,000.00","A Holly Patterson Extended Care Facility","Nassau","pfi534nh_05_005.pdf"
"440",".","Multiple Deficiencies","NH_05_007","02/07/2005","$3,000.00","Monroe Community Hospital","Monroe","pfi440nh_05_007.pdf"
"588","12/31/2003","Quality of Care","NH_05_011","02/22/2005","$1,000.00","Absolut Ctr For Nursing & Rehab Gasport L L C","Niagara","pfi588nh_05_011.pdf"
"266",".","Quality of Care","NH_05_006","02/24/2005","$6,000.00","Safire Rehabilitation Of Northtowns, L L C","Erie","pfi266nh_05_006.pdf"
"1571",".","Quality of Care","NH_05_008","03/01/2005","$3,000.00","Mary Manning Walsh Nursing Home Co Inc","New York","pfi1571nh_05_008.pdf"
"1381","04/22/2002","Quality of Care","NH_05_009","03/01/2005","$2,000.00","Cobble Hill Health Center Inc","Kings","pfi1381nh_05_009.pdf"
"266","05/14/2003","Quality of Care","NH_05_010","03/01/2005","$4,000.00","Safire Rehabilitation Of Northtowns, L L C","Erie","pfi266nh_05_010.pdf"
"320","10/24/2003","Multiple Deficiencies","NH_05_012","04/01/2005","$4,000.00","Mercy Living Center","Franklin","pfi320nh_05_012.pdf"
"1008","04/03/2003","Quality of Care","NH_05_013","04/01/2005","$1,000.00","Warren Center For Rehabilitation And Nursing","Warren","pfi1008nh_05_013.pdf"
"951","02/20/2001","Quality of Care","NH_05_014","04/26/2005","$3,000.00","St Johnland Nursing Center Inc","Suffolk","pfi951nh_05_014.pdf"
"935","08/19/2004","Quality of Care","NH_05_015","04/26/2005","$1,000.00","Our Lady Of Consolation Nursing And Rehab Care Ctr","Suffolk","pfi935nh_05_015.pdf"
"3401","02/10/2004","Multiple Deficiencies","NH_05_016","05/05/2005","$6,000.00","Beach Gardens Rehab And Nursing Center","Queens","pfi3401nh_05_016.pdf"
"1405","05/14/2004","Multiple Deficiencies","NH_05_017","05/16/2005","$4,000.00","The Phoenix Rehabilitation And Nursing Center","Kings","pfi1405nh_05_017.pdf"
"558","10/23/2002","Quality of Care","NH_05_018","05/26/2005","$1,000.00","Cold Spring Hills Center For Nursing And Rehab","Nassau","pfi558nh_05_018.pdf"
"115","12/09/2004","Resident Rights","NH_05_019","05/26/2005","$2,000.00","Lake Shore Nursing Home Inc","Chautauqua","pfi115nh_05_019.pdf"
"7758","05/21/2003","Multiple Deficiencies","NH_05_020","05/26/2005","$4,000.00","Northeast Center For Special Care (closed)","Ulster","pfi7758nh_05_020.pdf"
"7758",".","Multiple Deficiencies","NH_05_021","05/26/2005","$16,000.00","Northeast Center For Special Care (closed)","Ulster","pfi7758nh_05_021.pdf"
"7758","04/24/2002","Multiple Deficiencies","NH_05_022","05/26/2005","$4,000.00","Northeast Center For Special Care (closed)","Ulster","pfi7758nh_05_022.pdf"
"161","01/04/2005","Quality of Care","NH_05_023","05/26/2005","$1,000.00","Crown Park Rehabilitation And Nursing Center","Cortland","pfi161nh_05_023.pdf"
"448",".","Multiple Deficiencies","NH_05_024","05/26/2005","$13,000.00","The Pearl Nursing Center Of Rochester","Monroe","pfi448nh_05_024.pdf"
"448","04/30/2003","Resident Rights","NH_05_025","05/26/2005","$4,000.00","The Pearl Nursing Center Of Rochester","Monroe","pfi448nh_05_025.pdf"
"725",".","Quality of Care","NH_05_026","06/06/2005","$3,000.00","Michaud Residential Health Services Inc","Oswego","pfi725nh_05_026.pdf"
"448","02/24/2004","Quality of Care","NH_05_027","06/06/2005","$5,000.00","The Pearl Nursing Center Of Rochester","Monroe","pfi448nh_05_027.pdf"
"136","10/31/2003","Quality of Care","NH_05_029","06/16/2005","$2,000.00","Champlain Valley Physicians Hosp Med Ctr S N F","Clinton","pfi136nh_05_029.pdf"
"1126","03/30/2000","Multiple Deficiencies","NH_05_030","06/16/2005","$2,000.00","Andrus On Hudson","Westchester","pfi1126nh_05_030.pdf"
"1739","10/14/2004","Quality of Care","NH_05_034","06/27/2005","$1,000.00","Terrace View Long Term Care Facility","Erie","pfi1739nh_05_034.pdf"
"4216","11/18/2004","Quality of Care","NH_05_031","06/29/2005","$2,000.00","St Francis Of Buffalo","Erie","pfi4216nh_05_031.pdf"
"3423","06/01/2004","Resident Rights","NH_05_033","06/29/2005","$2,000.00","Bellhaven Center For Rehab And Nursing Care","Suffolk","pfi3423nh_05_033.pdf"
"735","12/13/2001","Quality of Care","NH_05_032","07/07/2005","$2,000.00","St Luke Residential Health Care Facility Inc","Oswego","pfi735nh_05_032.pdf"
"1217","09/10/2004","Physical Environment","NH_05_036","07/26/2005","$2,000.00","St Patricks Home","Bronx","pfi1217nh_05_036.pdf"
"1584","01/27/2001","Quality of Care","NH_05_035","08/01/2005","$2,000.00","Rehab Inst Of N Y At Florence Nightingale H C","New York","pfi1584nh_05_035.pdf"
"1245","08/10/2001","Quality of Care","NH_05_037","08/01/2005","$1,000.00","Pelham Parkway Nursing Ctr & Rehab Facility L L C","Bronx","pfi1245nh_05_037.pdf"
"1400","11/20/2002","Quality of Care","NH_05_038","08/01/2005","$2,000.00","Spring Creek Rehabilitation & Nursing Care Center","Kings","pfi1400nh_05_038.pdf"
"547","08/27/2004","Quality of Care","NH_05_039","08/16/2005","$1,000.00","Highfield Gardens Care Center Of Great Neck","Nassau","pfi547nh_05_039.pdf"
"1245","03/02/2004","Resident Rights","NH_05_040","08/17/2005","$2,000.00","Pelham Parkway Nursing Ctr & Rehab Facility L L C","Bronx","pfi1245nh_05_040.pdf"
"136","01/28/2005","Resident Rights","NH_05_041","08/17/2005","$2,000.00","Champlain Valley Physicians Hosp Med Ctr S N F","Clinton","pfi136nh_05_041.pdf"
"1260","04/11/2002","Quality of Care","NH_05_042","08/17/2005","$1,000.00","Pinnacle Multicare Nursing And Rehab Center","Bronx","pfi1260nh_05_042.pdf"
