Week Ending,Federal Provider Number,Provider Name,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,One-Week Supply of N95 Masks,One-Week Supply of Surgical Masks,One-Week Supply of Eye Protection,One-Week Supply of Gowns,One-Week Supply of Gloves,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County
5/24/20,335011,ST PATRICKS HOME,Y,0,0,0,0,0,0,0,264,166,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Bronx
5/31/20,335011,ST PATRICKS HOME,Y,0,0,3,3,0,0,0,264,167,4,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,18,0,0,Bronx
6/7/20,335011,ST PATRICKS HOME,Y,1,1,0,3,1,1,1,264,166,1,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,18.1,6,33.3,Bronx
6/14/20,335011,ST PATRICKS HOME,Y,4,5,0,3,0,0,1,264,169,0,6,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,17.8,5.9,33.3,Bronx
6/21/20,335011,ST PATRICKS HOME,Y,0,5,1,4,0,0,1,264,165,0,6,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,24.2,6.1,25,Bronx
6/28/20,335011,ST PATRICKS HOME,Y,0,5,4,8,0,0,1,264,163,0,6,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,49.1,6.1,12.5,Bronx
7/5/20,335011,ST PATRICKS HOME,Y,2,7,0,8,0,0,1,264,162,0,6,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,49.4,6.2,12.5,Bronx
7/12/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,165,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,48.5,6.1,12.5,Bronx
7/19/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,166,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,48.2,6,12.5,Bronx
7/26/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,163,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,49.1,6.1,12.5,Bronx
8/2/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,163,1,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,49.1,6.1,12.5,Bronx
8/9/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,168,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,47.6,6,12.5,Bronx
8/16/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,166,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,48.2,6,12.5,Bronx
8/23/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,169,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,47.3,5.9,12.5,Bronx
8/30/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,171,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,46.8,5.8,12.5,Bronx
9/6/20,335011,ST PATRICKS HOME,N,0,7,0,8,0,0,1,264,171,0,7,0,0,,,,,,,,,,,,,,,46.8,5.8,12.5,Bronx
9/13/20,335011,ST PATRICKS HOME,N,0,7,0,8,0,0,1,,,0,7,0,0,,,,,,,,,,,,,,,,,12.5,Bronx
9/20/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,171,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,46.8,5.8,12.5,Bronx
9/27/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,172,1,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,46.5,5.8,12.5,Bronx
10/4/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,171,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,46.8,5.8,12.5,Bronx
10/11/20,335011,ST PATRICKS HOME,Y,0,7,0,8,0,0,1,264,170,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,47.1,5.9,12.5,Bronx
10/18/20,335011,ST PATRICKS HOME,Y,0,7,1,9,0,0,1,264,171,1,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,52.6,5.8,11.1,Bronx
10/25/20,335011,ST PATRICKS HOME,Y,0,7,0,9,0,0,1,264,171,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,52.6,5.8,11.1,Bronx
5/24/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,13,0,0,240,232,2,2,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Schenectady
5/31/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,0,1,1,2,0,0,240,223,0,2,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,4.5,0,0,Schenectady
6/7/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,1,0,0,240,226,2,4,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,4.4,0,0,Schenectady
6/14/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,2,2,0,1,2,0,0,240,238,1,5,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,4.2,0,0,Schenectady
6/21/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,2,4,0,1,0,0,0,240,230,1,6,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,4.3,0,0,Schenectady
6/28/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,4,5,3,2,2,240,224,7,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,22.3,8.9,40,Schenectady
7/5/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,1,6,1,0,2,240,223,1,14,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,26.9,9,33.3,Schenectady
7/12/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,0,6,3,0,2,240,228,1,15,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,26.3,8.8,33.3,Schenectady
7/19/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,1,7,1,0,2,240,225,2,17,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,31.1,8.9,28.6,Schenectady
7/26/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,0,7,2,0,2,240,228,0,17,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,30.7,8.8,28.6,Schenectady
8/2/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,0,7,2,0,2,240,231,2,19,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,30.3,8.7,28.6,Schenectady
8/9/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,0,7,0,0,2,240,220,0,19,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,31.8,9.1,28.6,Schenectady
8/16/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,0,7,5,0,2,240,220,0,19,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,31.8,9.1,28.6,Schenectady
8/23/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,0,7,1,0,2,240,223,1,20,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,31.4,9,28.6,Schenectady
8/30/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,0,7,1,0,2,240,232,1,21,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,30.2,8.6,28.6,Schenectady
9/6/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,4,0,7,4,0,2,240,226,2,23,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,31,8.8,28.6,Schenectady
9/13/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,1,5,0,7,2,0,2,240,228,1,24,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,30.7,8.8,28.6,Schenectady
9/20/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,5,0,7,3,0,2,240,230,0,24,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,30.4,8.7,28.6,Schenectady
9/27/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,5,0,7,0,0,2,240,234,0,24,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,29.9,8.5,28.6,Schenectady
10/4/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,5,0,7,3,0,2,240,235,0,24,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,29.8,8.5,28.6,Schenectady
10/11/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,5,0,7,1,0,2,240,232,1,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,30.2,8.6,28.6,Schenectady
10/18/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,5,0,7,3,0,2,240,222,0,25,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,31.5,9,28.6,Schenectady
10/25/20,335014,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,Y,0,5,0,7,3,0,2,240,225,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,31.1,8.9,28.6,Schenectady
5/24/20,335015,SCHERVIER NURSING CARE CENTER,Y,3,3,81,81,2,1,1,364,293,21,21,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,276.5,3.4,1.2,Bronx
5/31/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,24,105,2,0,1,364,295,5,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,355.9,3.4,1,Bronx
6/7/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,31,136,1,0,1,364,287,7,33,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,473.9,3.5,0.7,Bronx
6/14/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,19,155,2,1,2,364,284,6,39,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,545.8,7,1.3,Bronx
6/21/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,18,173,1,0,2,364,288,8,47,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,600.7,6.9,1.2,Bronx
6/28/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,173,0,0,2,364,286,2,49,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,604.9,7,1.2,Bronx
7/5/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,173,1,0,2,364,285,1,50,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,607,7,1.2,Bronx
7/12/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,173,1,0,2,364,281,0,50,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,615.7,7.1,1.2,Bronx
7/19/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,1,174,1,0,2,364,285,1,51,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,610.5,7,1.1,Bronx
7/26/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,1,0,2,364,284,0,51,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,612.7,7,1.1,Bronx
8/2/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,0,0,2,364,288,0,51,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,604.2,6.9,1.1,Bronx
8/9/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,0,0,2,364,284,2,53,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,612.7,7,1.1,Bronx
8/16/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,1,0,2,364,289,0,53,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,602.1,6.9,1.1,Bronx
8/23/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,1,0,2,364,291,0,53,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,597.9,6.9,1.1,Bronx
8/30/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,1,0,2,364,292,0,53,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,595.9,6.8,1.1,Bronx
9/6/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,3,0,2,364,298,0,53,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,583.9,6.7,1.1,Bronx
9/13/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,1,0,2,364,299,0,53,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,581.9,6.7,1.1,Bronx
9/20/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,1,0,2,364,297,1,54,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,585.9,6.7,1.1,Bronx
9/27/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,1,0,2,364,302,0,54,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,576.2,6.6,1.1,Bronx
10/4/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,0,0,2,364,303,6,60,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,574.3,6.6,1.1,Bronx
10/11/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,0,0,2,364,297,0,60,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,585.9,6.7,1.1,Bronx
10/18/20,335015,SCHERVIER NURSING CARE CENTER,Y,0,3,0,174,0,0,2,364,304,0,60,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,572.4,6.6,1.1,Bronx
10/25/20,335015,SCHERVIER NURSING CARE CENTER,N,0,3,0,174,0,0,2,364,304,0,60,0,0,,,,,,,,,,,,,,,572.4,6.6,1.1,Bronx
5/24/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,102,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
5/31/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,101,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
6/7/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,101,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
6/14/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,102,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
6/21/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,103,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
6/28/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,103,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
7/5/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,104,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
7/12/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,105,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
7/19/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,102,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
7/26/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,1,0,0,120,102,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
8/2/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,105,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
8/9/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,98,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
8/16/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,96,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
8/23/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,97,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
8/30/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,99,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
9/6/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,103,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
9/13/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,102,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
9/20/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,104,1,1,0,0,N,N,N,N,N,N,Y,N,N,N,N,,,,0,0,,Tompkins
9/27/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,109,0,1,0,0,N,N,N,N,N,N,Y,N,N,Y,N,,,,0,0,,Tompkins
10/4/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,108,0,1,0,0,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,0,0,,Tompkins
10/11/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,105,1,2,0,0,N,N,N,N,N,Y,Y,N,N,Y,N,,,,0,0,,Tompkins
10/18/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,103,1,3,0,0,N,N,N,N,N,Y,Y,Y,Y,N,N,,,,0,0,,Tompkins
10/25/20,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,120,100,1,4,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,0,0,,Tompkins
5/24/20,335019,REGEIS CARE CENTER,Y,12,12,0,0,3,2,2,238,190,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,10.5,,Bronx
5/31/20,335019,REGEIS CARE CENTER,Y,1,13,2,2,0,0,2,238,188,2,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,10.6,10.6,100,Bronx
6/7/20,335019,REGEIS CARE CENTER,Y,0,13,0,2,1,1,3,238,181,1,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,11,16.6,150,Bronx
6/14/20,335019,REGEIS CARE CENTER,Y,0,13,6,8,0,0,3,238,178,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,44.9,16.9,37.5,Bronx
6/21/20,335019,REGEIS CARE CENTER,Y,0,13,1,9,0,0,3,238,174,4,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,51.7,17.2,33.3,Bronx
6/28/20,335019,REGEIS CARE CENTER,Y,1,14,0,9,1,0,3,238,175,5,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,51.4,17.1,33.3,Bronx
7/5/20,335019,REGEIS CARE CENTER,Y,0,14,0,9,0,0,3,238,176,1,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,51.1,17,33.3,Bronx
7/12/20,335019,REGEIS CARE CENTER,Y,0,14,2,11,0,0,3,238,173,1,14,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,63.6,17.3,27.3,Bronx
7/19/20,335019,REGEIS CARE CENTER,Y,0,14,1,12,0,0,3,238,174,1,15,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,69,17.2,25,Bronx
7/26/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,176,6,21,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,68.2,17,25,Bronx
8/2/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,176,8,29,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,68.2,17,25,Bronx
8/9/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,3,0,3,238,175,5,34,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,68.6,17.1,25,Bronx
8/16/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,177,1,35,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,67.8,16.9,25,Bronx
8/23/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,178,0,35,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,67.4,16.9,25,Bronx
8/30/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,3,0,3,238,171,2,37,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,70.2,17.5,25,Bronx
9/6/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,172,0,37,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,69.8,17.4,25,Bronx
9/13/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,166,0,37,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,72.3,18.1,25,Bronx
9/20/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,164,0,37,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,73.2,18.3,25,Bronx
9/27/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,164,0,37,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,73.2,18.3,25,Bronx
10/4/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,1,0,3,238,163,0,37,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,73.6,18.4,25,Bronx
10/11/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,163,0,37,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,73.6,18.4,25,Bronx
10/18/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,170,1,38,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,70.6,17.6,25,Bronx
10/25/20,335019,REGEIS CARE CENTER,Y,0,14,0,12,0,0,3,238,171,1,39,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,70.2,17.5,25,Bronx
5/24/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,74,74,21,21,149,66,66,750,570,87,87,0,0,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,,,,36.8,115.8,314.3,Bronx
5/31/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,21,3,1,67,750,561,20,107,0,0,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,,,,37.4,119.4,319,Bronx
6/7/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,21,3,2,69,750,558,7,114,0,0,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,,,,37.6,123.7,328.6,Bronx
6/14/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,5,26,4,2,71,750,561,0,114,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,46.3,126.6,273.1,Bronx
6/21/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,3,29,1,0,71,750,567,2,116,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,51.1,125.2,244.8,Bronx
6/28/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,29,2,1,72,750,562,1,117,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,51.6,128.1,248.3,Bronx
7/5/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,29,2,0,72,750,561,0,117,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,51.7,128.3,248.3,Bronx
7/12/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,29,1,0,72,750,561,5,122,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,51.7,128.3,248.3,Bronx
7/19/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,29,0,0,72,750,565,0,122,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,51.3,127.4,248.3,Bronx
7/26/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,29,2,1,73,750,569,0,122,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,51,128.3,251.7,Bronx
8/2/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,29,0,0,73,750,567,0,122,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,51.1,128.7,251.7,Bronx
8/9/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,29,2,0,73,750,565,0,122,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,51.3,129.2,251.7,Bronx
8/16/20,335020,HEBREW HOME FOR THE AGED AT RIVERDALE,Y,0,74,0,29,3,0,73,750,566,0,122,0,0,N,N,N,N,N,Y,Y,Y,Y,Y,N,,,,51.2,129,251.7,Bronx
